uid,iid,rating
573,163,5.0
839,163,5.0
750,163,5.0
131,163,5.0
621,163,5.0
922,164,5.0
217,164,5.0
1333,164,3.0
199,164,5.0
146,164,5.0
553,164,5.0
1098,164,4.0
1468,164,5.0
898,164,5.0
291,164,2.0
1491,165,5.0
1046,165,5.0
1160,165,5.0
886,165,5.0
129,165,4.0
1246,165,4.0
1089,165,5.0
110,165,5.0
1208,165,5.0
1285,166,4.0
1383,166,5.0
459,166,5.0
1263,166,5.0
157,166,4.0
1568,167,4.0
1043,167,3.0
1357,167,3.0
226,167,5.0
39,167,5.0
980,167,4.0
723,167,5.0
1595,167,5.0
28,167,2.0
1220,167,5.0
207,167,1.0
1429,167,4.0
1065,168,3.0
1258,168,3.0
352,168,5.0
1408,168,4.0
923,168,5.0
1686,168,4.0
385,168,4.0
1626,168,4.0
1249,168,3.0
896,168,5.0
1243,168,5.0
1111,168,5.0
780,168,5.0
1096,168,4.0
700,168,4.0
812,168,4.0
606,168,4.0
194,168,2.0
1416,168,3.0
108,168,5.0
164,168,4.0
1115,168,5.0
1261,168,5.0
1476,168,5.0
283,168,5.0
1003,168,4.0
266,168,2.0
861,168,2.0
539,168,4.0
692,168,5.0
1145,168,1.0
1583,168,5.0
1393,168,3.0
114,168,4.0
490,168,4.0
955,168,5.0
1365,168,3.0
1351,168,4.0
801,168,4.0
1631,168,4.0
985,168,4.0
1665,168,4.0
21,168,3.0
401,168,4.0
166,168,5.0
730,168,4.0
1209,168,5.0
1308,168,5.0
1203,168,5.0
676,168,3.0
454,168,5.0
174,168,3.0
1645,168,5.0
502,168,4.0
1676,168,2.0
943,168,3.0
899,168,5.0
528,168,3.0
1584,168,4.0
148,168,5.0
1427,168,5.0
97,168,4.0
1497,168,4.0
931,168,5.0
193,168,3.0
248,168,3.0
1515,168,3.0
13,168,4.0
230,168,5.0
830,168,5.0
1205,168,4.0
333,168,5.0
825,168,5.0
358,168,4.0
400,168,4.0
480,168,4.0
126,168,1.0
1241,168,4.0
393,168,5.0
1392,168,3.0
745,168,5.0
1162,168,3.0
631,168,3.0
227,168,4.0
960,168,4.0
995,168,5.0
1581,168,5.0
1217,168,2.0
234,168,5.0
1196,168,2.0
1,168,5.0
1448,168,5.0
1359,168,4.0
951,168,4.0
1202,168,5.0
551,168,5.0
1464,168,5.0
984,168,5.0
137,168,5.0
876,168,5.0
609,168,4.0
1301,168,4.0
1099,168,4.0
1285,168,4.0
843,168,4.0
530,168,5.0
379,168,4.0
1044,168,5.0
232,168,5.0
495,168,4.0
1516,168,5.0
785,168,4.0
568,168,5.0
525,168,3.0
689,168,4.0
753,168,5.0
616,168,5.0
1606,168,5.0
1518,168,4.0
138,168,5.0
375,168,4.0
1446,168,5.0
659,168,4.0
303,168,4.0
1213,168,4.0
1265,168,4.0
1067,168,3.0
431,168,4.0
1340,168,5.0
613,168,3.0
1650,168,4.0
429,168,4.0
1264,168,5.0
1009,168,5.0
1383,168,5.0
144,168,5.0
1287,168,4.0
828,168,5.0
129,168,4.0
1651,168,4.0
1029,168,2.0
176,168,4.0
963,168,4.0
178,168,1.0
1640,168,4.0
377,168,5.0
1268,168,4.0
1370,168,4.0
300,168,1.0
183,168,4.0
646,168,3.0
75,168,1.0
905,168,5.0
779,168,4.0
912,168,3.0
967,168,4.0
1050,168,4.0
929,168,3.0
105,168,4.0
852,168,5.0
736,168,5.0
1316,168,4.0
706,168,5.0
1230,168,2.0
1269,168,1.0
231,168,4.0
254,168,5.0
1423,168,4.0
948,168,5.0
848,168,3.0
112,168,2.0
549,168,4.0
1152,168,3.0
973,168,5.0
574,168,4.0
836,168,2.0
603,168,4.0
694,168,4.0
721,168,2.0
221,168,5.0
80,168,3.0
134,168,4.0
189,168,5.0
607,168,4.0
798,168,3.0
1198,168,3.0
924,168,5.0
653,168,5.0
1528,168,2.0
1091,168,5.0
25,168,5.0
343,168,3.0
658,168,4.0
1484,168,5.0
1411,168,4.0
1325,168,4.0
386,168,4.0
1608,168,5.0
264,168,3.0
1106,168,5.0
367,168,5.0
791,168,3.0
770,168,5.0
988,168,5.0
1447,168,4.0
1542,168,2.0
289,168,4.0
1144,168,3.0
85,168,5.0
1434,168,4.0
1467,168,4.0
553,168,3.0
119,168,4.0
1517,168,4.0
1622,168,5.0
610,168,5.0
882,168,3.0
518,168,3.0
1274,168,4.0
1537,168,5.0
1511,168,4.0
1242,168,5.0
1653,168,5.0
1575,168,3.0
1587,168,5.0
170,168,4.0
532,168,5.0
1571,168,2.0
534,168,3.0
684,168,1.0
294,168,2.0
1603,168,2.0
104,168,3.0
1674,168,2.0
1063,168,5.0
1169,168,4.0
258,168,5.0
1190,168,5.0
1187,168,3.0
660,168,4.0
1600,168,3.0
826,168,3.0
1179,168,5.0
436,168,5.0
1107,168,1.0
919,168,2.0
1104,168,4.0
208,168,5.0
565,168,4.0
185,168,4.0
880,168,4.0
716,168,4.0
822,168,3.0
434,168,4.0
726,168,4.0
917,168,4.0
989,168,1.0
1121,168,5.0
1248,168,5.0
1024,168,5.0
438,168,4.0
1468,168,1.0
925,168,1.0
1088,168,5.0
50,168,4.0
1390,168,5.0
418,168,4.0
349,168,4.0
1441,168,4.0
1440,168,4.0
237,168,4.0
1272,168,5.0
65,168,4.0
95,168,4.0
483,168,5.0
1641,168,3.0
1291,168,5.0
413,168,4.0
1128,168,3.0
1352,168,5.0
1081,168,4.0
470,168,3.0
1453,168,3.0
1235,168,4.0
42,168,4.0
1297,168,5.0
1155,168,4.0
875,168,2.0
1026,168,1.0
520,168,4.0
832,168,5.0
415,168,4.0
1184,168,4.0
630,168,3.0
968,168,4.0
403,168,4.0
329,169,5.0
1197,169,5.0
670,169,4.0
158,169,3.0
1590,169,5.0
1463,169,3.0
738,170,5.0
488,170,5.0
813,170,5.0
977,170,3.0
678,170,4.0
1360,170,5.0
311,170,4.0
788,171,4.0
1285,171,5.0
340,171,3.0
1346,171,4.0
532,171,3.0
256,171,5.0
1272,171,1.0
1177,172,3.0
940,172,5.0
153,172,5.0
1657,172,4.0
372,172,5.0
147,173,2.0
1050,173,3.0
1625,173,3.0
1221,173,5.0
285,173,2.0
1357,174,5.0
918,174,5.0
589,174,5.0
919,174,4.0
1344,174,4.0
1589,174,5.0
897,175,5.0
1048,175,5.0
538,175,5.0
697,175,5.0
806,175,2.0
1672,176,2.0
589,176,4.0
1101,176,5.0
1409,176,5.0
911,176,3.0
1595,176,5.0
146,176,4.0
1121,176,3.0
363,177,5.0
894,177,5.0
784,177,5.0
933,177,5.0
82,177,5.0
1,177,5.0
124,177,5.0
1051,177,4.0
932,177,5.0
1523,177,5.0
26,177,5.0
181,177,5.0
200,177,5.0
261,177,5.0
1495,177,5.0
1628,177,5.0
110,177,5.0
757,177,5.0
593,177,5.0
228,178,3.0
616,178,4.0
747,178,5.0
1321,178,5.0
207,178,5.0
790,179,5.0
1521,179,5.0
960,179,5.0
1083,179,1.0
804,179,5.0
1067,179,5.0
867,179,5.0
1144,179,5.0
468,179,5.0
622,179,5.0
833,179,5.0
859,179,5.0
1169,179,1.0
1630,179,4.0
1129,179,5.0
735,179,4.0
1168,180,5.0
450,180,5.0
422,180,5.0
752,180,5.0
584,180,5.0
296,180,5.0
12,180,5.0
132,180,5.0
168,181,4.0
1064,181,5.0
1197,181,4.0
198,181,5.0
63,181,5.0
594,181,5.0
1092,181,4.0
1062,181,5.0
760,181,5.0
860,181,5.0
783,181,5.0
542,182,4.0
922,182,5.0
198,182,3.0
265,182,5.0
1086,182,4.0
1121,182,4.0
803,183,3.0
1197,183,5.0
490,183,4.0
1163,183,5.0
717,183,5.0
77,183,5.0
302,183,5.0
516,183,5.0
1625,183,5.0
1371,183,5.0
1534,183,5.0
956,183,5.0
757,183,4.0
1372,184,4.0
1420,184,5.0
184,184,4.0
343,184,5.0
1098,184,4.0
188,185,5.0
399,185,5.0
838,185,4.0
1254,185,4.0
1673,185,3.0
1534,185,3.0
298,185,3.0
919,185,1.0
1041,185,5.0
1665,186,5.0
927,186,5.0
111,186,5.0
1062,186,5.0
1579,186,5.0
1176,187,5.0
1,187,5.0
340,187,5.0
373,187,5.0
272,187,5.0
36,187,5.0
1610,187,4.0
159,187,5.0
1535,187,5.0
735,187,5.0
1065,188,5.0
934,188,5.0
1458,188,5.0
338,188,1.0
1196,188,5.0
361,188,5.0
1299,188,3.0
76,188,5.0
448,189,5.0
927,189,3.0
1031,189,4.0
916,189,5.0
399,189,5.0
302,189,5.0
1592,189,3.0
516,189,1.0
1542,189,5.0
1487,189,5.0
579,189,3.0
757,189,5.0
1249,190,3.0
1115,190,3.0
1020,190,4.0
801,190,3.0
1665,190,4.0
229,190,4.0
676,190,4.0
288,190,3.0
1645,190,3.0
1676,190,3.0
718,190,5.0
1205,190,2.0
1122,190,4.0
227,190,1.0
1217,190,2.0
1196,190,5.0
1448,190,5.0
1526,190,3.0
1322,190,5.0
1031,190,3.0
1301,190,2.0
1012,190,5.0
124,190,3.0
1452,190,3.0
129,190,2.0
176,190,2.0
178,190,4.0
1627,190,5.0
342,190,1.0
779,190,4.0
105,190,2.0
1316,190,4.0
1230,190,3.0
1269,190,3.0
746,190,3.0
387,190,2.0
672,190,1.0
658,190,3.0
295,190,3.0
770,190,3.0
1144,190,2.0
1274,190,4.0
534,190,1.0
212,190,4.0
565,190,4.0
726,190,2.0
1121,190,3.0
1248,190,5.0
1593,190,3.0
1453,190,3.0
42,190,3.0
214,190,2.0
5,190,4.0
1611,191,5.0
120,191,4.0
1505,191,5.0
939,191,5.0
906,191,1.0
211,191,5.0
640,191,1.0
1127,191,5.0
772,191,5.0
1304,191,5.0
986,191,3.0
76,191,5.0
834,191,2.0
1121,191,5.0
315,191,5.0
380,191,4.0
1389,192,4.0
271,192,5.0
1314,192,4.0
952,192,5.0
1304,192,4.0
391,192,2.0
392,192,5.0
872,192,5.0
279,193,5.0
1381,193,3.0
988,193,3.0
945,193,4.0
902,193,5.0
710,193,5.0
969,193,4.0
1270,194,4.0
718,194,2.0
1114,194,5.0
1031,194,4.0
1499,194,3.0
1023,194,5.0
844,194,5.0
721,194,1.0
264,194,5.0
318,194,5.0
791,194,5.0
1542,194,5.0
998,194,5.0
1475,194,5.0
697,194,5.0
1357,195,5.0
11,195,5.0
173,195,5.0
713,195,5.0
890,195,3.0
1502,195,5.0
1384,195,5.0
591,195,4.0
1597,195,5.0
1454,196,4.0
1160,196,5.0
773,196,5.0
561,196,5.0
200,196,4.0
172,196,5.0
621,196,4.0
1495,196,4.0
923,197,5.0
896,197,5.0
1096,197,4.0
1407,197,5.0
592,197,5.0
1261,197,4.0
1231,197,5.0
801,197,4.0
448,197,3.0
21,197,3.0
401,197,4.0
166,197,5.0
1209,197,4.0
1203,197,5.0
1645,197,3.0
1676,197,4.0
899,197,4.0
1427,197,5.0
1515,197,2.0
13,197,5.0
480,197,4.0
1392,197,5.0
1,197,1.0
1526,197,4.0
1202,197,5.0
984,197,5.0
1099,197,4.0
1285,197,4.0
379,197,5.0
785,197,5.0
689,197,5.0
753,197,4.0
1239,197,4.0
616,197,4.0
1666,197,3.0
429,197,3.0
1450,197,2.0
129,197,3.0
176,197,5.0
1640,197,4.0
183,197,4.0
1050,197,4.0
1269,197,4.0
231,197,4.0
347,197,1.0
319,197,3.0
721,197,2.0
1245,197,4.0
1684,197,5.0
200,197,5.0
1484,197,5.0
264,197,2.0
409,197,3.0
770,197,4.0
289,197,4.0
1467,197,5.0
1517,197,2.0
1274,197,4.0
641,197,4.0
1250,197,4.0
1596,197,5.0
1169,197,5.0
436,197,5.0
1414,197,4.0
425,197,1.0
880,197,4.0
1628,197,4.0
1121,197,4.0
1045,197,5.0
1257,197,5.0
1088,197,4.0
418,197,4.0
237,197,5.0
1251,197,5.0
1027,197,5.0
415,197,4.0
630,197,3.0
968,197,3.0
811,198,5.0
127,198,4.0
158,198,5.0
928,198,5.0
116,198,4.0
315,198,5.0
100,199,5.0
1469,199,3.0
1166,199,3.0
501,199,5.0
784,199,5.0
918,199,5.0
1,199,5.0
373,199,5.0
829,199,4.0
1034,199,5.0
1059,199,5.0
1304,199,5.0
792,199,5.0
1444,199,5.0
1330,199,4.0
329,200,5.0
784,200,5.0
324,200,5.0
837,200,5.0
1564,200,5.0
93,200,5.0
1189,200,5.0
168,201,4.0
39,201,5.0
1160,201,5.0
952,201,4.0
1519,201,4.0
621,201,4.0
665,202,5.0
1569,202,5.0
759,202,5.0
1332,202,5.0
1013,202,5.0
247,202,5.0
744,202,5.0
1433,202,5.0
1597,202,5.0
1194,203,5.0
1288,203,3.0
463,203,5.0
848,203,5.0
368,203,3.0
406,203,4.0
467,203,4.0
661,203,1.0
422,204,3.0
501,204,5.0
1210,204,5.0
749,204,5.0
687,204,5.0
1171,204,5.0
1381,204,5.0
1252,204,5.0
1166,205,3.0
1469,205,3.0
1665,205,5.0
151,205,5.0
899,205,4.0
738,205,4.0
176,205,4.0
972,205,3.0
1298,205,5.0
468,205,4.0
1634,205,4.0
663,206,4.0
198,206,5.0
1458,206,5.0
824,206,5.0
889,206,5.0
1052,206,5.0
128,206,5.0
160,206,5.0
428,206,5.0
875,206,5.0
699,207,5.0
1115,207,5.0
559,207,5.0
92,207,5.0
1574,207,4.0
1247,207,4.0
1127,207,5.0
596,207,4.0
1660,207,5.0
46,207,5.0
993,207,1.0
560,207,5.0
401,208,4.0
893,208,5.0
9,208,4.0
1310,208,5.0
815,208,2.0
1260,208,5.0
1466,208,4.0
431,208,4.0
807,208,4.0
794,208,4.0
122,208,5.0
1398,208,5.0
1438,209,4.0
858,209,5.0
1327,209,5.0
358,209,4.0
782,209,2.0
719,209,2.0
693,209,4.0
1072,209,3.0
929,209,3.0
52,209,3.0
432,209,3.0
46,209,4.0
1398,209,3.0
382,210,5.0
1258,210,4.0
604,210,4.0
546,210,5.0
606,210,5.0
922,210,5.0
21,210,4.0
279,210,5.0
769,210,5.0
654,210,4.0
870,210,5.0
163,210,5.0
1537,210,5.0
315,210,5.0
1473,210,5.0
784,211,4.0
493,211,3.0
37,211,5.0
1121,211,4.0
540,211,3.0
604,212,5.0
1176,212,5.0
1231,212,5.0
899,212,5.0
918,212,5.0
421,212,4.0
279,212,5.0
686,212,5.0
1454,212,5.0
1,212,5.0
578,212,5.0
1354,212,5.0
262,212,2.0
7,212,5.0
238,212,5.0
1682,212,4.0
176,212,5.0
1381,212,5.0
1363,212,5.0
200,212,5.0
1567,212,3.0
372,212,5.0
518,212,5.0
76,212,5.0
1279,212,5.0
990,212,5.0
1495,212,5.0
1140,212,4.0
60,212,5.0
1667,213,5.0
729,213,5.0
502,213,5.0
636,213,5.0
361,213,4.0
1666,213,1.0
627,213,5.0
1384,213,5.0
1408,214,3.0
635,214,3.0
136,214,5.0
523,214,1.0
1270,214,5.0
250,214,4.0
788,214,5.0
762,214,4.0
587,214,5.0
1566,214,5.0
1202,214,1.0
1295,214,2.0
755,214,5.0
936,214,5.0
507,214,5.0
1323,214,4.0
1348,214,2.0
1520,215,5.0
894,215,5.0
1154,215,4.0
1613,215,4.0
564,215,5.0
477,215,5.0
1231,215,2.0
1207,215,5.0
1203,215,5.0
598,215,4.0
398,215,5.0
492,215,5.0
426,215,3.0
325,215,5.0
200,215,4.0
1649,215,1.0
213,215,5.0
1565,215,3.0
1111,216,5.0
626,216,4.0
1170,216,2.0
1164,216,5.0
1684,216,5.0
1519,216,4.0
982,217,5.0
296,217,5.0
598,217,4.0
1222,217,5.0
1336,217,5.0
47,217,4.0
938,217,4.0
928,217,5.0
555,217,5.0
1443,217,3.0
1665,218,5.0
502,218,3.0
1479,218,5.0
1093,218,5.0
1051,218,5.0
1598,218,5.0
831,218,2.0
1578,218,5.0
291,218,4.0
894,219,5.0
1387,219,5.0
1466,219,4.0
505,219,5.0
791,219,5.0
1364,219,4.0
1343,219,3.0
1,220,1.0
271,220,5.0
187,220,3.0
1291,220,1.0
413,220,3.0
150,221,3.0
1562,221,5.0
36,221,5.0
926,221,2.0
726,221,5.0
1376,222,5.0
663,222,5.0
703,222,5.0
335,222,5.0
983,222,5.0
742,222,5.0
121,223,5.0
1194,223,2.0
1210,223,5.0
1317,223,3.0
999,223,5.0
276,223,5.0
1423,223,4.0
1368,223,5.0
1531,223,5.0
708,223,2.0
618,223,5.0
872,223,5.0
422,224,4.0
1194,224,5.0
598,224,4.0
420,224,5.0
687,224,5.0
1380,224,2.0
1590,224,5.0
1525,224,5.0
1086,224,4.0
708,224,3.0
37,224,1.0
364,225,5.0
463,225,4.0
1149,225,1.0
486,225,5.0
1157,225,5.0
1011,226,5.0
631,226,5.0
91,226,5.0
924,226,5.0
928,226,3.0
209,226,5.0
1126,227,4.0
1310,227,5.0
823,227,5.0
977,227,5.0
37,227,5.0
872,227,5.0
1036,228,2.0
1350,228,3.0
1071,228,4.0
745,228,4.0
1031,228,3.0
1285,228,1.0
231,228,2.0
64,228,3.0
370,228,2.0
55,228,3.0
140,228,3.0
1204,228,1.0
1350,229,4.0
1345,229,4.0
777,229,5.0
412,229,3.0
1031,229,4.0
486,229,3.0
874,229,4.0
574,229,4.0
80,229,4.0
411,229,4.0
1085,229,4.0
1056,229,4.0
1182,229,4.0
1054,229,3.0
427,229,4.0
1065,230,4.0
614,230,3.0
352,230,5.0
896,230,5.0
462,230,2.0
1366,230,5.0
233,230,3.0
739,230,3.0
194,230,2.0
1261,230,2.0
114,230,4.0
490,230,5.0
801,230,5.0
1631,230,4.0
448,230,5.0
1665,230,3.0
21,230,4.0
401,230,4.0
643,230,4.0
1209,230,4.0
1645,230,5.0
97,230,4.0
1515,230,3.0
830,230,4.0
718,230,3.0
358,230,4.0
480,230,3.0
745,230,5.0
631,230,2.0
234,230,4.0
1196,230,2.0
1,230,1.0
1448,230,4.0
1664,230,5.0
915,230,5.0
609,230,1.0
1099,230,4.0
216,230,5.0
379,230,5.0
1262,230,3.0
1012,230,5.0
909,230,4.0
568,230,4.0
1606,230,4.0
1446,230,5.0
698,230,2.0
1311,230,2.0
431,230,4.0
1356,230,1.0
305,230,3.0
144,230,4.0
522,230,3.0
1450,230,4.0
176,230,5.0
1582,230,3.0
377,230,5.0
1370,230,2.0
1561,230,4.0
779,230,3.0
929,230,4.0
852,230,4.0
706,230,5.0
647,230,3.0
549,230,5.0
1152,230,5.0
836,230,4.0
694,230,3.0
80,230,3.0
1382,230,3.0
1547,230,4.0
607,230,5.0
653,230,4.0
1325,230,4.0
10,230,2.0
367,230,4.0
791,230,1.0
1447,230,4.0
1144,230,3.0
328,230,5.0
705,230,4.0
1334,230,4.0
747,230,4.0
518,230,4.0
569,230,4.0
170,230,2.0
945,230,5.0
1000,230,2.0
1206,230,4.0
177,230,4.0
1169,230,5.0
660,230,4.0
235,230,4.0
826,230,2.0
436,230,5.0
24,230,5.0
1107,230,1.0
880,230,4.0
1141,230,1.0
726,230,4.0
1555,230,3.0
1248,230,1.0
438,230,4.0
344,230,4.0
1421,230,3.0
125,230,4.0
846,230,5.0
50,230,4.0
418,230,5.0
95,230,5.0
427,230,2.0
470,230,1.0
1453,230,2.0
875,230,4.0
5,230,5.0
832,230,2.0
968,230,3.0
403,230,3.0
385,231,5.0
918,231,4.0
1,231,4.0
1089,231,5.0
1609,231,5.0
990,231,5.0
837,231,5.0
1163,232,5.0
502,232,2.0
1442,232,5.0
359,232,5.0
1,232,5.0
713,232,5.0
505,232,5.0
792,232,2.0
425,232,4.0
496,233,5.0
886,233,5.0
932,233,5.0
781,233,1.0
991,233,2.0
837,233,5.0
1628,233,5.0
1344,233,5.0
1672,234,3.0
1176,234,5.0
1234,234,5.0
455,234,4.0
211,234,5.0
1203,234,5.0
918,234,5.0
279,234,5.0
1,234,5.0
1193,234,5.0
390,234,5.0
1363,234,5.0
1089,234,5.0
1457,234,5.0
51,234,5.0
1360,234,5.0
372,234,5.0
23,234,3.0
1107,234,2.0
1344,234,5.0
84,234,3.0
1277,234,4.0
1040,234,5.0
1055,234,4.0
1588,235,5.0
1166,235,1.0
1469,235,1.0
373,235,5.0
1034,235,5.0
1474,235,3.0
160,235,5.0
1189,235,5.0
918,236,4.0
279,236,5.0
1,236,5.0
1101,236,5.0
619,236,5.0
1606,236,5.0
1034,236,5.0
1523,236,5.0
856,236,4.0
1437,236,5.0
792,236,5.0
1344,236,4.0
1121,236,5.0
1330,236,4.0
1676,237,2.0
899,237,4.0
997,237,5.0
1429,237,5.0
301,237,2.0
923,238,3.0
1300,238,4.0
730,238,3.0
1203,238,3.0
1515,238,4.0
1392,238,1.0
1,238,1.0
1664,238,5.0
1099,238,4.0
864,238,3.0
753,238,2.0
313,238,1.0
491,238,4.0
431,238,3.0
1254,238,4.0
1546,238,5.0
300,238,4.0
1276,238,5.0
603,238,3.0
607,238,5.0
1457,238,1.0
1467,238,4.0
1095,238,3.0
1673,238,3.0
212,238,2.0
1579,238,2.0
1082,238,1.0
18,238,5.0
344,238,4.0
5,238,4.0
832,238,5.0
968,238,3.0
923,239,3.0
397,239,3.0
800,239,5.0
1583,239,5.0
1678,239,1.0
730,239,3.0
1209,239,4.0
1515,239,4.0
984,239,4.0
753,239,4.0
1265,239,4.0
1278,239,4.0
431,239,4.0
122,239,2.0
1582,239,5.0
300,239,5.0
1276,239,5.0
948,239,3.0
603,239,4.0
221,239,1.0
1539,239,5.0
1447,239,3.0
1467,239,2.0
821,239,5.0
436,239,4.0
1104,239,4.0
580,239,2.0
1042,239,5.0
18,239,4.0
923,240,3.0
812,240,5.0
397,240,4.0
1033,240,1.0
1678,240,5.0
730,240,4.0
643,240,4.0
1209,240,3.0
1515,240,4.0
1392,240,5.0
83,240,3.0
749,240,5.0
1464,240,4.0
984,240,5.0
753,240,3.0
1541,240,5.0
138,240,5.0
491,240,4.0
1278,240,4.0
431,240,4.0
1116,240,5.0
122,240,4.0
1582,240,5.0
300,240,5.0
182,240,5.0
183,240,5.0
779,240,5.0
948,240,3.0
603,240,4.0
653,240,5.0
1447,240,3.0
1467,240,1.0
1622,240,5.0
1206,240,4.0
821,240,5.0
436,240,5.0
31,240,4.0
1104,240,5.0
425,240,4.0
880,240,4.0
1042,240,5.0
1619,241,2.0
233,241,4.0
830,241,5.0
1543,241,3.0
639,241,5.0
834,241,5.0
1121,241,3.0
301,241,2.0
1408,242,4.0
800,242,1.0
376,242,4.0
238,242,5.0
429,242,3.0
510,242,5.0
919,242,5.0
1159,242,3.0
422,243,4.0
1665,243,5.0
376,243,5.0
375,243,4.0
1614,243,3.0
189,243,4.0
510,243,5.0
1159,243,5.0
1064,244,5.0
198,244,2.0
389,244,3.0
1659,244,4.0
1117,244,5.0
878,244,3.0
823,245,4.0
1254,245,5.0
1098,245,4.0
1426,245,5.0
1191,245,4.0
699,246,5.0
662,246,5.0
824,246,1.0
921,246,5.0
49,246,5.0
1528,246,5.0
1175,246,5.0
1272,246,3.0
604,247,5.0
655,247,5.0
573,247,5.0
173,247,5.0
788,247,5.0
433,247,5.0
1025,247,5.0
359,247,5.0
1,247,3.0
1507,247,5.0
379,247,5.0
1389,247,5.0
7,247,5.0
1113,247,2.0
526,247,5.0
674,247,5.0
844,247,5.0
836,247,5.0
36,247,5.0
1573,247,5.0
1292,247,5.0
673,247,5.0
1459,247,4.0
197,247,5.0
1030,247,5.0
1186,247,5.0
1041,247,5.0
332,247,5.0
728,248,5.0
414,248,5.0
526,248,5.0
368,248,5.0
1070,248,5.0
564,249,5.0
74,249,5.0
1380,249,5.0
354,249,4.0
1459,249,4.0
650,250,3.0
793,250,5.0
526,250,5.0
354,250,5.0
1070,250,5.0
728,251,5.0
526,251,5.0
368,251,5.0
1070,251,5.0
1564,251,5.0
1258,252,4.0
147,252,5.0
1686,252,1.0
896,252,5.0
54,252,4.0
164,252,4.0
397,252,5.0
1210,252,5.0
478,252,5.0
985,252,4.0
166,252,3.0
228,252,4.0
1019,252,4.0
788,252,5.0
1497,252,5.0
193,252,4.0
126,252,5.0
738,252,3.0
1196,252,5.0
201,252,4.0
1322,252,5.0
843,252,4.0
1636,252,4.0
530,252,5.0
360,252,3.0
1409,252,5.0
1012,252,3.0
571,252,3.0
1635,252,5.0
145,252,5.0
1260,252,5.0
689,252,3.0
756,252,4.0
698,252,4.0
1420,252,5.0
996,252,5.0
977,252,3.0
1029,252,4.0
1462,252,5.0
722,252,3.0
779,252,5.0
1644,252,5.0
871,252,3.0
1320,252,3.0
715,252,3.0
1648,252,5.0
304,252,4.0
1198,252,3.0
976,252,5.0
653,252,5.0
1528,252,5.0
343,252,5.0
583,252,5.0
1525,252,5.0
471,252,5.0
1106,252,4.0
411,252,3.0
506,252,4.0
1374,252,5.0
720,252,1.0
170,252,3.0
219,252,3.0
1398,252,2.0
576,252,5.0
991,252,3.0
885,252,5.0
1204,252,5.0
944,252,3.0
297,252,5.0
125,252,1.0
1297,252,5.0
214,252,2.0
557,252,3.0
1097,252,4.0
662,253,5.0
1373,253,5.0
129,253,3.0
628,253,4.0
1246,253,3.0
577,253,5.0
624,253,2.0
621,253,4.0
1180,253,4.0
348,253,5.0
778,253,5.0
1258,254,5.0
1231,254,5.0
961,254,5.0
1285,254,5.0
356,254,5.0
983,254,5.0
1315,255,5.0
398,255,5.0
713,255,5.0
1575,255,5.0
1531,255,5.0
923,256,1.0
397,256,5.0
1515,256,4.0
358,256,2.0
393,256,4.0
1392,256,1.0
1,256,3.0
1664,256,5.0
1285,256,3.0
753,256,3.0
313,256,1.0
275,256,3.0
491,256,4.0
1254,256,4.0
122,256,3.0
300,256,4.0
1276,256,5.0
112,256,4.0
603,256,3.0
319,256,3.0
607,256,5.0
998,256,4.0
1467,256,5.0
1095,256,3.0
212,256,3.0
660,256,4.0
1579,256,4.0
716,256,3.0
18,256,5.0
344,256,4.0
1088,256,1.0
5,256,4.0
832,256,5.0
604,257,4.0
1619,257,3.0
1491,257,4.0
759,257,3.0
865,257,5.0
318,257,1.0
292,258,5.0
379,258,5.0
1599,258,5.0
181,258,5.0
1534,258,5.0
96,259,5.0
442,259,4.0
1149,259,3.0
1439,259,5.0
1591,259,3.0
622,259,5.0
1496,259,3.0
1256,259,4.0
875,259,3.0
502,260,5.0
941,260,4.0
713,260,4.0
1127,260,5.0
781,260,4.0
1622,260,5.0
1654,260,5.0
37,260,5.0
1425,260,5.0
1583,261,3.0
923,261,3.0
397,261,4.0
642,261,2.0
490,261,2.0
174,261,4.0
1515,261,4.0
350,261,4.0
1392,261,3.0
1526,261,4.0
749,261,4.0
984,261,5.0
753,261,1.0
138,261,5.0
491,261,4.0
1278,261,4.0
431,261,3.0
1116,261,3.0
300,261,5.0
1561,261,5.0
736,261,5.0
603,261,4.0
879,261,3.0
1367,261,5.0
1274,261,3.0
821,261,4.0
235,261,3.0
560,261,1.0
436,261,5.0
880,261,4.0
822,261,4.0
18,261,3.0
470,261,3.0
1244,262,3.0
153,262,5.0
921,262,4.0
414,262,5.0
26,262,3.0
103,262,2.0
649,262,5.0
448,263,5.0
1515,263,2.0
1290,263,5.0
957,263,5.0
981,263,4.0
653,263,2.0
1588,264,5.0
559,264,5.0
442,264,4.0
58,264,5.0
1521,264,5.0
858,264,5.0
1188,264,1.0
796,264,2.0
488,264,5.0
313,264,4.0
79,264,4.0
312,264,4.0
791,264,4.0
104,264,5.0
1284,264,3.0
1628,264,4.0
438,264,5.0
117,264,5.0
1224,264,5.0
1643,265,5.0
733,265,5.0
1552,265,5.0
1164,265,4.0
1549,265,5.0
516,265,5.0
1430,265,5.0
547,265,5.0
1503,265,5.0
425,265,5.0
1330,265,4.0
1480,265,4.0
1506,266,5.0
922,266,5.0
1207,266,5.0
1247,266,4.0
1559,266,5.0
772,266,5.0
1386,266,3.0
1582,266,4.0
1073,266,5.0
1525,266,5.0
624,266,5.0
131,266,1.0
110,266,3.0
898,266,5.0
